SalaryUSD	Country	PrimaryDatabase	YearsWithThisDatabase	OtherDatabases	JobTitle	YearsWithThisTypeOfJob	Education	HoursWorkedPerWeek
70000	United States	Microsoft SQL Server	3	Microsoft SQL Server	Developer: T-SQL	2	None (no degree completed)	40
"95,000"	United States	Microsoft SQL Server	17	"Oracle, DB2"	Engineer	10	Bachelors (4 years)	45
126000	United States	Microsoft SQL Server	10	"Microsoft SQL Server, Microsoft Access, SQLite, Azure SQL DB, Pervasive"	Architect	4	Bachelors (4 years)	40
170000	United States	Microsoft SQL Server	13		"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	1	Bachelors (4 years)	40
70000	United States	Microsoft SQL Server	13		"Developer: App code (C#, JS, etc)"	20	Bachelors (4 years)	40
85000	United States	Microsoft SQL Server	4	"MongoDB, Microsoft Access"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	4	Bachelors (4 years)	43
"193,000"	United States	Microsoft SQL Server	12	"PostgreSQL, Informix "	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	3	Bachelors (4 years)	45
97000	United States	Microsoft SQL Server	10	Microsoft Access	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	5	Masters	40
71000	United States	Microsoft SQL Server	4		Developer: T-SQL	4	Associates (2 years)	40
125900	United States	Microsoft SQL Server	15	Redis	Engineer	7	Bachelors (4 years)	40
120000	United States	Microsoft SQL Server	3		Analyst	3	Bachelors (4 years)	40
61000	Canada	Microsoft SQL Server	11	Azure SQL DB	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	7	Bachelors (4 years)	40
100000	United States	Microsoft SQL Server	4	Azure SQL DB	Developer: T-SQL	4	Bachelors (4 years)	40
85000	United States	Microsoft SQL Server	10	"Oracle, dBase"	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	20	Bachelors (4 years)	50
118000	United States	Microsoft SQL Server	8	Microsoft SQL Server	"Developer: App code (C#, JS, etc)"	16	Bachelors (4 years)	40
40000	United States	Microsoft SQL Server	2	DB2	Analyst	2	None (no degree completed)	41
156000	United States	Microsoft SQL Server	10	"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, Cassandra, Azure SQL DB, Amazon RDS (any flavor)"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	2	Associates (2 years)	40
95000	United States	Microsoft SQL Server	13	"Microsoft SQL Server, Oracle"	Architect	2	Bachelors (4 years)	40
115000	United States	Microsoft SQL Server	22	"Oracle, MySQL/MariaDB"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	22	Bachelors (4 years)	42
"96,000"	United States	Microsoft SQL Server	5	"Microsoft SQL Server, Oracle, MySQL/MariaDB"	"Developer: App code (C#, JS, etc)"	5	Bachelors (4 years)	40
61206	United Arab Emirates	Oracle	3		"Developer: App code (C#, JS, etc)"	3	Bachelors (4 years)	45
"114,000"	United States	Microsoft SQL Server	16	"Oracle, MySQL/MariaDB, Microsoft Access"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	5	Masters	43
117000	United States	PostgreSQL	1	"Oracle, PostgreSQL"	Data Scientist	3	Bachelors (4 years)	40
60000	United States	Microsoft SQL Server	6	"Redis, SQLite, Azure SQL DB"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	6	Associates (2 years)	50
110000	United States	Microsoft SQL Server	10	"Microsoft SQL Server, MySQL/MariaDB, Azure SQL DB, Amazon RDS (any flavor)"	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	10	Bachelors (4 years)	40
84000	United States	Microsoft SQL Server	7	"Microsoft SQL Server, MySQL/MariaDB"	Manager	5	None (no degree completed)	50
75000	Canada	Microsoft SQL Server	25	"Oracle, Microsoft Access, SQLite, Azure SQL DB"	"DBA (Development Focus - tunes queries, indexes, does deployments)"	3	None (no degree completed)	40
"105,000"	United States	Microsoft SQL Server	20	Azure SQL DB	Developer: T-SQL	1	Bachelors (4 years)	40
65000	United States	Microsoft SQL Server	2		"Developer: App code (C#, JS, etc)"	2	Bachelors (4 years)	42
95000	United States	Microsoft SQL Server	22		"Developer: App code (C#, JS, etc)"	22	Bachelors (4 years)	45
72000	United States	Microsoft SQL Server	1		"Developer: App code (C#, JS, etc)"	1	Bachelors (4 years)	50
"125,000"	United States	Microsoft SQL Server	11	"Oracle, DB2"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	4	Bachelors (4 years)	50
108000	United States	Microsoft SQL Server	6		Developer: T-SQL	1	Bachelors (4 years)	40
112000	United States	Microsoft SQL Server	16	"MySQL/MariaDB, Microsoft Access, Pervasive"	Developer: T-SQL	10	None (no degree completed)	60
75000	United States	Microsoft SQL Server	2	"Microsoft SQL Server, Microsoft Access"	Analyst	1	Bachelors (4 years)	40
"89,600"	United States	Microsoft SQL Server	9	Oracle	Developer: T-SQL	6	Bachelors (4 years)	45
70000	United States	Microsoft SQL Server	4	Microsoft Access	Developer: T-SQL	1	Bachelors (4 years)	40
85000	United States	Microsoft SQL Server	2	"Microsoft Access, SAP"	Analyst	2	Bachelors (4 years)	55
120000	United States	Microsoft SQL Server	15	"MySQL/MariaDB, MongoDB, Azure SQL DB"	"Developer: App code (C#, JS, etc)"	10	Bachelors (4 years)	40
"104,000"	United States	Microsoft SQL Server	8	Oracle	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	5	Bachelors (4 years)	43
93156	United States	Microsoft SQL Server	16	Microsoft Access	Analyst	16	None (no degree completed)	40
90937	Norway	Microsoft SQL Server	8	"MySQL/MariaDB, DB2, Microsoft Access, SAP, Azure SQL DB"	Architect	10	Bachelors (4 years)	38
56500	United States	Microsoft SQL Server	4		Analyst	1	Masters	40
"78,500"	United States	Microsoft SQL Server	8	Azure SQL DB	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	3	Bachelors (4 years)	40
93000	United States	Microsoft SQL Server	17		Analyst	3	Bachelors (4 years)	38
50000	United States	Microsoft SQL Server	2		Analyst	2	Bachelors (4 years)	40
114000	United States	Microsoft SQL Server	15	Amazon RDS (any flavor)	"DBA (Development Focus - tunes queries, indexes, does deployments)"	1	Bachelors (4 years)	40
61000	United States	Microsoft SQL Server	10	"Microsoft SQL Server, Oracle, MySQL/MariaDB, Microsoft Access, SQLite"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	3	Bachelors (4 years)	40
92000	United States	Microsoft SQL Server	4		Developer: T-SQL	3	Bachelors (4 years)	42
126000	United States	Microsoft SQL Server	16	"PostgreSQL, Azure SQL DB, Amazon RDS (any flavor)"	Manager	7	Bachelors (4 years)	45
"100,000"	United States	Microsoft SQL Server	12	"Microsoft SQL Server, Oracle, Azure SQL DB"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	4	Bachelors (4 years)	40
98000	United States	Microsoft SQL Server	5	"Microsoft SQL Server, Oracle, Azure SQL DB"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	5	Bachelors (4 years)	50
70000	United States	Microsoft SQL Server	15	"Microsoft SQL Server, PostgreSQL"	Manager	5	None (no degree completed)	48
117500	United States	Microsoft SQL Server	15	"Microsoft SQL Server, Azure SQL DB, Amazon RDS (any flavor)"	"DBA (Development Focus - tunes queries, indexes, does deployments)"	2	Bachelors (4 years)	50
57000	United States	Microsoft SQL Server	4		Developer: T-SQL	2	Bachelors (4 years)	35
"147,000"	United States	Microsoft SQL Server	18	"Microsoft SQL Server, Oracle, PostgreSQL, Teradata"	Architect	18	Associates (2 years)	45
106000	United States	Microsoft SQL Server	15	"Microsoft SQL Server, SAP"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	3	Bachelors (4 years)	40
34822	United Kingdom	Microsoft SQL Server	2	"Microsoft SQL Server, MySQL/MariaDB"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	2	None (no degree completed)	40
100000	United States	Microsoft SQL Server	19	"MySQL/MariaDB, Azure SQL DB"	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	2	Associates (2 years)	40
101000	United States	Microsoft SQL Server	20	Microsoft SQL Server	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	3	Bachelors (4 years)	6
163000	Australia	Microsoft SQL Server	15		"Developer: Business Intelligence (SSRS, PowerBI, etc)"	1	Bachelors (4 years)	38
119000	United States	Microsoft SQL Server	10	MySQL/MariaDB	Developer: T-SQL	10	None (no degree completed)	40
125000	United States	Microsoft SQL Server	17	"PostgreSQL, Microsoft Access, Azure SQL DB, Amazon RDS (any flavor)"	Developer: T-SQL	4	Bachelors (4 years)	50
53942	Poland	Microsoft SQL Server	10		"Developer: Business Intelligence (SSRS, PowerBI, etc)"	2	Masters	40
54000	United States	Oracle	6	"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL"	Analyst	6	Masters	35
118000	United States	Microsoft SQL Server	10		"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	3	Bachelors (4 years)	35
93000	United States	Oracle	15	"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, Azure SQL DB"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	25	Bachelors (4 years)	50
137000	United States	Microsoft SQL Server	10	"MySQL/MariaDB, Microsoft Access, Redis, SQLite, Azure SQL DB"	"DBA (Development Focus - tunes queries, indexes, does deployments)"	4	Bachelors (4 years)	55
"90,000"	United States	PostgreSQL	6	Microsoft SQL Server	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	6	None (no degree completed)	40
46700	Canada	Microsoft SQL Server	6	"Microsoft SQL Server, Oracle, DB2, Microsoft Access, SAP, Azure SQL DB"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	3	Bachelors (4 years)	40
63000	United States	PostgreSQL	2	Amazon RDS (any flavor)	Analyst	3	Bachelors (4 years)	40
90875	United States	Microsoft SQL Server	7	"Oracle, Microsoft Access"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	5	Masters	42
75000	United States	Microsoft SQL Server	3		Developer: T-SQL	1	Bachelors (4 years)	40
98000	United States	Microsoft SQL Server	10	"Microsoft SQL Server, Oracle"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	10	Bachelors (4 years)	42
"66,954"	United Kingdom	Microsoft SQL Server	10	Riak	"DBA (Development Focus - tunes queries, indexes, does deployments)"	3	Bachelors (4 years)	40
125000	United States	Microsoft SQL Server	18	"Microsoft SQL Server, Microsoft Access"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	5	Bachelors (4 years)	40
62250	United Kingdom	Microsoft SQL Server	9	"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, MongoDB, Microsoft Access, Elasticsearch, Amazon RDS (any flavor)"	Architect	3	Bachelors (4 years)	42
111000	Norway	Oracle	4	"Microsoft SQL Server, Oracle, DB2, SQLite, Azure SQL DB"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	9	None (no degree completed)	38
126000	United States	Microsoft SQL Server	19	MongoDB	"DBA (Development Focus - tunes queries, indexes, does deployments)"	31	Masters	40
125000	United States	Microsoft SQL Server	12	Microsoft SQL Server	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	6	Bachelors (4 years)	40
"81,000"	New Zealand	Microsoft SQL Server	9	DB2	Developer: T-SQL	2	Bachelors (4 years)	37
82000	United States	Microsoft SQL Server	3	"Oracle, MySQL/MariaDB, DB2, Microsoft Access"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	2	Bachelors (4 years)	45
42000	United Kingdom	Microsoft SQL Server	6	"Microsoft SQL Server, MySQL/MariaDB, PostgreSQL, MongoDB, SAP, Azure SQL DB"	Developer: T-SQL	3	Bachelors (4 years)	37
74000	United States	Microsoft SQL Server	7		Developer: T-SQL	4	Associates (2 years)	35
59000	Canada	Microsoft SQL Server	9	"Microsoft SQL Server, MySQL/MariaDB, MongoDB, Microsoft Access, SQLite, Azure SQL DB"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	6	Associates (2 years)	50
78000	United States	Microsoft SQL Server	15	"Microsoft SQL Server, Oracle, DB2, Microsoft Access"	Developer: T-SQL	15	Associates (2 years)	40
"61,000"	United States	Microsoft SQL Server	4		Data Scientist	1	Masters	35
115000	United States	Microsoft SQL Server	9	Microsoft SQL Server	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	3	Bachelors (4 years)	40
77000	Ireland	Microsoft SQL Server	13	"Microsoft SQL Server, MySQL/MariaDB, MongoDB, Microsoft Access"	"Developer: Business Intelligence (SSRS, PowerBI, etc)"	1	Bachelors (4 years)	40
"137,000"	United States	Microsoft SQL Server	16	"Microsoft SQL Server, MySQL/MariaDB"	Manager	1	Bachelors (4 years)	50
130000	United States	Microsoft SQL Server	16	"Oracle, PostgreSQL, Azure SQL DB"	Architect	5	Bachelors (4 years)	50
80000	United States	Microsoft SQL Server	10	"Microsoft Access, Azure SQL DB"	Analyst	1	None (no degree completed)	35
50700	Costa Rica	Microsoft SQL Server	5	Azure SQL DB	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	5	Bachelors (4 years)	40
100000	United States	Microsoft SQL Server	10		DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	6	Bachelors (4 years)	40
"93,000"	United States	Microsoft SQL Server	5	"Microsoft SQL Server, MySQL/MariaDB"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	5	None (no degree completed)	40
"57,000"	United Kingdom	Microsoft SQL Server	19	"Oracle, MySQL/MariaDB, Microsoft Access, SQLite, Firebird"	"DBA (Development Focus - tunes queries, indexes, does deployments)"	15	None (no degree completed)	38
74000	Guernsey	Microsoft SQL Server	9		DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	5	Bachelors (4 years)	38
"110,000"	United States	Microsoft SQL Server	22		DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	5	Bachelors (4 years)	45
105000	United States	Microsoft SQL Server	15	"DB2, Microsoft Access"	Developer: T-SQL	2	Bachelors (4 years)	40
77000	United States	Microsoft SQL Server	17	"MySQL/MariaDB, Microsoft Access"	Analyst	5	None (no degree completed)	40
75000	United States	Microsoft SQL Server	10	"Oracle, MySQL/MariaDB, Microsoft Access"	Manager	2	None (no degree completed)	55
"161,449"	United States	Microsoft SQL Server	13	"Microsoft SQL Server, Oracle"	Manager	2	Bachelors (4 years)	45
140000	New Zealand	Microsoft SQL Server	12	"Microsoft SQL Server, Microsoft Access, Azure SQL DB"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	6	Bachelors (4 years)	45
120000	United States	Microsoft SQL Server	12	"Microsoft SQL Server, Oracle, PostgreSQL, DB2, Microsoft Access"	Developer: T-SQL	4	Masters	50
98000	United States	Microsoft SQL Server	10	"Microsoft SQL Server, MongoDB, Azure SQL DB"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	8	Bachelors (4 years)	45
72000	Canada	Microsoft SQL Server	15	"Microsoft SQL Server, MongoDB"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	7	Bachelors (4 years)	40
77000	United States	Microsoft SQL Server	4		Developer: T-SQL	1	Bachelors (4 years)	35
"123,000"	United States	Microsoft SQL Server	17	"Microsoft SQL Server, Oracle"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	17	Bachelors (4 years)	55
160000	United States	Oracle	10		"Developer: Business Intelligence (SSRS, PowerBI, etc)"	5	Masters	50
56800	United States	Microsoft SQL Server	1	"Microsoft SQL Server, MySQL/MariaDB, Azure SQL DB"	DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	1	Associates (2 years)	45
30000	United States	Microsoft SQL Server	3	"Microsoft SQL Server, Oracle, Microsoft Access, Azure SQL DB"	"DBA (Production Focus - build & troubleshoot servers, HA/DR)"	3	Associates (2 years)	20
72000	United States	Microsoft SQL Server	7	"PostgreSQL, Redis, SQLite, Azure SQL DB, OrientDB"	Developer: T-SQL	1	Bachelors (4 years)	45
90000	United States	Microsoft SQL Server	20	"Oracle, Microsoft Access"	Data Scientist	20	Masters	50
107000	United Kingdom	Microsoft SQL Server	20	Azure SQL DB	Architect	1	Bachelors (4 years)	45
51000	Poland	Microsoft SQL Server	10		DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers)	2	Masters	40
